,id,kingdom,phylum,class,order,family,genus,species,filename
9350,97498048,1,1,2,3,4,465,668,/mnt/research/xprize/plant-training-data/plants_photos/original/97498048_original.jpg
9351,97498159,1,1,1,6,23,636,1150,/mnt/research/xprize/plant-training-data/plants_photos/original/97498159_original.jpg
9352,97498127,1,1,1,6,23,636,1150,/mnt/research/xprize/plant-training-data/plants_photos/original/97498127_original.jpg
9353,97505245,1,1,1,2,26,536,835,/mnt/research/xprize/plant-training-data/plants_photos/original/97505245_original.jpg
9354,97505088,1,1,1,2,26,536,835,/mnt/research/xprize/plant-training-data/plants_photos/original/97505088_original.jpg
9355,97505243,1,1,1,2,26,536,835,/mnt/research/xprize/plant-training-data/plants_photos/original/97505243_original.jpg
9356,97647085,1,1,1,2,2,36,843,/mnt/research/xprize/plant-training-data/plants_photos/original/97647085_original.jpg
9357,97654086,1,1,1,2,2,396,549,/mnt/research/xprize/plant-training-data/plants_photos/original/97654086_original.jpg
9358,97654713,1,1,1,42,96,249,322,/mnt/research/xprize/plant-training-data/plants_photos/original/97654713_original.jpg
9359,97655322,1,1,1,4,5,421,589,/mnt/research/xprize/plant-training-data/plants_photos/original/97655322_original.jpg
9360,97687810,1,1,1,11,86,202,244,/mnt/research/xprize/plant-training-data/plants_photos/original/97687810_original.jpg
9361,97695858,1,1,1,51,146,552,865,/mnt/research/xprize/plant-training-data/plants_photos/original/97695858_original.jpg
9362,97695864,1,1,1,51,146,552,865,/mnt/research/xprize/plant-training-data/plants_photos/original/97695864_original.jpg
9363,97706851,1,1,2,34,72,159,364,/mnt/research/xprize/plant-training-data/plants_photos/original/97706851_original.jpg
9364,97709422,1,1,3,33,105,335,455,/mnt/research/xprize/plant-training-data/plants_photos/original/97709422_original.jpg
9365,97737991,1,1,1,17,27,639,1042,/mnt/research/xprize/plant-training-data/plants_photos/original/97737991_original.jpg
9366,97737980,1,1,1,17,27,639,1042,/mnt/research/xprize/plant-training-data/plants_photos/original/97737980_original.jpg
9367,97738001,1,1,1,12,107,344,466,/mnt/research/xprize/plant-training-data/plants_photos/original/97738001_original.jpg
9368,97738144,1,1,1,17,27,49,52,/mnt/research/xprize/plant-training-data/plants_photos/original/97738144_original.jpg
9369,97738104,1,1,1,1,1,182,789,/mnt/research/xprize/plant-training-data/plants_photos/original/97738104_original.jpg
9370,97738288,1,1,1,1,1,182,789,/mnt/research/xprize/plant-training-data/plants_photos/original/97738288_original.jpg
9371,97839893,1,1,1,6,23,469,681,/mnt/research/xprize/plant-training-data/plants_photos/original/97839893_original.jpg
9372,97839851,1,1,1,6,23,469,681,/mnt/research/xprize/plant-training-data/plants_photos/original/97839851_original.jpg
9373,97839908,1,1,1,10,84,199,1027,/mnt/research/xprize/plant-training-data/plants_photos/original/97839908_original.jpg
9374,97840203,1,1,1,16,43,373,516,/mnt/research/xprize/plant-training-data/plants_photos/original/97840203_original.jpg
9375,97840663,1,1,1,2,26,467,1133,/mnt/research/xprize/plant-training-data/plants_photos/original/97840663_original.jpg
9376,97840636,1,1,1,2,26,467,1133,/mnt/research/xprize/plant-training-data/plants_photos/original/97840636_original.jpg
9377,97840570,1,1,1,2,26,467,1133,/mnt/research/xprize/plant-training-data/plants_photos/original/97840570_original.jpg
9378,97840533,1,1,1,2,26,467,1133,/mnt/research/xprize/plant-training-data/plants_photos/original/97840533_original.jpg
9379,97840798,1,1,1,51,160,634,1135,/mnt/research/xprize/plant-training-data/plants_photos/original/97840798_original.jpg
9380,97840828,1,1,1,39,81,584,934,/mnt/research/xprize/plant-training-data/plants_photos/original/97840828_original.jpg
9381,97840904,1,1,1,39,81,584,934,/mnt/research/xprize/plant-training-data/plants_photos/original/97840904_original.jpg
9382,97841269,1,1,1,10,32,520,801,/mnt/research/xprize/plant-training-data/plants_photos/original/97841269_original.jpg
9383,97841250,1,1,1,10,32,520,801,/mnt/research/xprize/plant-training-data/plants_photos/original/97841250_original.jpg
9384,97841221,1,1,1,10,32,520,801,/mnt/research/xprize/plant-training-data/plants_photos/original/97841221_original.jpg
9385,97841182,1,1,1,10,32,520,801,/mnt/research/xprize/plant-training-data/plants_photos/original/97841182_original.jpg
9386,97843372,1,1,1,38,77,174,1134,/mnt/research/xprize/plant-training-data/plants_photos/original/97843372_original.jpg
9387,97843398,1,1,1,38,77,174,1134,/mnt/research/xprize/plant-training-data/plants_photos/original/97843398_original.jpg
9388,97843331,1,1,1,38,77,174,1134,/mnt/research/xprize/plant-training-data/plants_photos/original/97843331_original.jpg
9389,97843288,1,1,1,38,77,174,1134,/mnt/research/xprize/plant-training-data/plants_photos/original/97843288_original.jpg
9390,97843261,1,1,1,38,77,174,1134,/mnt/research/xprize/plant-training-data/plants_photos/original/97843261_original.jpg
9391,97843238,1,1,1,38,77,174,1134,/mnt/research/xprize/plant-training-data/plants_photos/original/97843238_original.jpg
9392,97846710,1,1,1,38,77,174,1134,/mnt/research/xprize/plant-training-data/plants_photos/original/97846710_original.jpg
9393,97843198,1,1,1,38,77,174,1134,/mnt/research/xprize/plant-training-data/plants_photos/original/97843198_original.jpg
9394,97843692,1,1,1,2,26,250,1085,/mnt/research/xprize/plant-training-data/plants_photos/original/97843692_original.jpg
9395,97843623,1,1,1,2,26,250,1085,/mnt/research/xprize/plant-training-data/plants_photos/original/97843623_original.jpg
9396,97843668,1,1,1,2,26,250,1085,/mnt/research/xprize/plant-training-data/plants_photos/original/97843668_original.jpg
9397,97856266,1,1,1,10,32,520,1151,/mnt/research/xprize/plant-training-data/plants_photos/original/97856266_original.jpg
9398,97898055,1,1,1,41,93,223,983,/mnt/research/xprize/plant-training-data/plants_photos/original/97898055_original.jpg
9399,97893969,1,1,1,39,81,584,934,/mnt/research/xprize/plant-training-data/plants_photos/original/97893969_original.jpg
9400,97898007,1,1,1,39,81,584,934,/mnt/research/xprize/plant-training-data/plants_photos/original/97898007_original.jpg
9401,97894122,1,1,1,11,83,236,298,/mnt/research/xprize/plant-training-data/plants_photos/original/97894122_original.jpg
9402,97894138,1,1,1,2,26,467,1133,/mnt/research/xprize/plant-training-data/plants_photos/original/97894138_original.jpg
9403,97894203,1,1,1,2,26,467,1133,/mnt/research/xprize/plant-training-data/plants_photos/original/97894203_original.jpg
9404,97894253,1,1,1,36,82,686,1152,/mnt/research/xprize/plant-training-data/plants_photos/original/97894253_original.jpg
9405,97894242,1,1,1,36,82,686,1152,/mnt/research/xprize/plant-training-data/plants_photos/original/97894242_original.jpg
9406,97894270,1,1,1,10,161,638,1040,/mnt/research/xprize/plant-training-data/plants_photos/original/97894270_original.jpg
9407,97894291,1,1,1,10,161,638,1040,/mnt/research/xprize/plant-training-data/plants_photos/original/97894291_original.jpg
9408,97894263,1,1,1,10,161,638,1040,/mnt/research/xprize/plant-training-data/plants_photos/original/97894263_original.jpg
9409,97894347,1,1,1,35,131,641,1137,/mnt/research/xprize/plant-training-data/plants_photos/original/97894347_original.jpg
9410,97894354,1,1,1,35,131,641,1137,/mnt/research/xprize/plant-training-data/plants_photos/original/97894354_original.jpg
9411,97894363,1,1,1,35,131,641,1137,/mnt/research/xprize/plant-training-data/plants_photos/original/97894363_original.jpg
9412,97894404,1,1,1,36,82,686,1152,/mnt/research/xprize/plant-training-data/plants_photos/original/97894404_original.jpg
9413,97894451,1,1,1,36,82,681,1139,/mnt/research/xprize/plant-training-data/plants_photos/original/97894451_original.jpg
9414,97894457,1,1,1,36,82,681,1139,/mnt/research/xprize/plant-training-data/plants_photos/original/97894457_original.jpg
9415,97894469,1,1,1,36,82,681,1139,/mnt/research/xprize/plant-training-data/plants_photos/original/97894469_original.jpg
9416,97894442,1,1,1,36,82,681,1139,/mnt/research/xprize/plant-training-data/plants_photos/original/97894442_original.jpg
9417,97894501,1,1,1,35,131,641,1153,/mnt/research/xprize/plant-training-data/plants_photos/original/97894501_original.jpg
9418,97894539,1,1,1,35,131,641,1153,/mnt/research/xprize/plant-training-data/plants_photos/original/97894539_original.jpg
9419,97894508,1,1,1,35,131,641,1153,/mnt/research/xprize/plant-training-data/plants_photos/original/97894508_original.jpg
9420,97894490,1,1,1,35,131,641,1153,/mnt/research/xprize/plant-training-data/plants_photos/original/97894490_original.jpg
9421,97894523,1,1,1,39,81,584,1031,/mnt/research/xprize/plant-training-data/plants_photos/original/97894523_original.jpg
9422,97894553,1,1,1,36,82,480,708,/mnt/research/xprize/plant-training-data/plants_photos/original/97894553_original.jpg
9423,97894573,1,1,1,36,82,480,708,/mnt/research/xprize/plant-training-data/plants_photos/original/97894573_original.jpg
9424,97894648,1,1,2,28,59,414,575,/mnt/research/xprize/plant-training-data/plants_photos/original/97894648_original.jpg
9425,97894661,1,1,2,28,59,414,575,/mnt/research/xprize/plant-training-data/plants_photos/original/97894661_original.jpg
9426,97894908,1,1,1,36,82,687,1154,/mnt/research/xprize/plant-training-data/plants_photos/original/97894908_original.jpg
9427,97895169,1,1,1,36,82,681,1139,/mnt/research/xprize/plant-training-data/plants_photos/original/97895169_original.jpg
9428,97895174,1,1,1,36,82,681,1139,/mnt/research/xprize/plant-training-data/plants_photos/original/97895174_original.jpg
9429,97895188,1,1,1,36,82,681,1139,/mnt/research/xprize/plant-training-data/plants_photos/original/97895188_original.jpg
9430,97895154,1,1,1,36,82,681,1139,/mnt/research/xprize/plant-training-data/plants_photos/original/97895154_original.jpg
9431,97895229,1,1,1,18,45,84,1051,/mnt/research/xprize/plant-training-data/plants_photos/original/97895229_original.jpg
9432,97895216,1,1,1,18,45,84,1051,/mnt/research/xprize/plant-training-data/plants_photos/original/97895216_original.jpg
9433,97895325,1,1,1,36,75,167,1155,/mnt/research/xprize/plant-training-data/plants_photos/original/97895325_original.jpg
9434,97895278,1,1,1,36,75,167,1155,/mnt/research/xprize/plant-training-data/plants_photos/original/97895278_original.jpg
9435,97895294,1,1,1,36,75,167,1155,/mnt/research/xprize/plant-training-data/plants_photos/original/97895294_original.jpg
9436,97895330,1,1,1,36,75,167,1155,/mnt/research/xprize/plant-training-data/plants_photos/original/97895330_original.jpg
9437,97895345,1,1,1,36,75,167,1155,/mnt/research/xprize/plant-training-data/plants_photos/original/97895345_original.jpg
9438,97895388,1,1,1,2,26,645,1055,/mnt/research/xprize/plant-training-data/plants_photos/original/97895388_original.jpg
9439,97895413,1,1,1,2,26,645,1055,/mnt/research/xprize/plant-training-data/plants_photos/original/97895413_original.jpg
9440,97895396,1,1,1,2,26,645,1055,/mnt/research/xprize/plant-training-data/plants_photos/original/97895396_original.jpg
9441,97898733,1,1,1,2,26,155,315,/mnt/research/xprize/plant-training-data/plants_photos/original/97898733_original.jpg
9442,97898857,1,1,2,28,59,279,368,/mnt/research/xprize/plant-training-data/plants_photos/original/97898857_original.jpg
9443,98018070,1,1,1,7,21,512,777,/mnt/research/xprize/plant-training-data/plants_photos/original/98018070_original.jpg
9444,98077151,1,1,1,1,1,308,416,/mnt/research/xprize/plant-training-data/plants_photos/original/98077151_original.jpg
9445,98200975,1,1,1,5,25,47,290,/mnt/research/xprize/plant-training-data/plants_photos/original/98200975_original.jpg
9446,98200981,1,1,1,5,25,47,290,/mnt/research/xprize/plant-training-data/plants_photos/original/98200981_original.jpg
9447,98207078,1,1,1,5,42,78,380,/mnt/research/xprize/plant-training-data/plants_photos/original/98207078_original.jpg
9448,98207350,1,1,1,5,7,87,1156,/mnt/research/xprize/plant-training-data/plants_photos/original/98207350_original.jpg
9449,98207359,1,1,1,5,7,87,1156,/mnt/research/xprize/plant-training-data/plants_photos/original/98207359_original.jpg
9450,98207371,1,1,1,5,7,87,1156,/mnt/research/xprize/plant-training-data/plants_photos/original/98207371_original.jpg
9451,98207393,1,1,1,5,7,87,1156,/mnt/research/xprize/plant-training-data/plants_photos/original/98207393_original.jpg
9452,98248687,1,1,1,11,14,208,306,/mnt/research/xprize/plant-training-data/plants_photos/original/98248687_original.jpg
9453,98340345,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/98340345_original.jpg
9454,98359041,1,1,3,33,105,335,455,/mnt/research/xprize/plant-training-data/plants_photos/original/98359041_original.jpg
9455,98468881,1,1,1,5,7,11,54,/mnt/research/xprize/plant-training-data/plants_photos/original/98468881_original.jpg
9456,98472182,1,1,1,11,83,236,298,/mnt/research/xprize/plant-training-data/plants_photos/original/98472182_original.jpg
9457,98509541,1,1,1,19,30,169,199,/mnt/research/xprize/plant-training-data/plants_photos/original/98509541_original.jpg
9458,98509739,1,1,2,9,73,162,953,/mnt/research/xprize/plant-training-data/plants_photos/original/98509739_original.jpg
9459,98509883,1,1,1,6,23,42,348,/mnt/research/xprize/plant-training-data/plants_photos/original/98509883_original.jpg
9460,98510183,1,1,1,16,43,88,673,/mnt/research/xprize/plant-training-data/plants_photos/original/98510183_original.jpg
9461,98510194,1,1,1,16,43,88,673,/mnt/research/xprize/plant-training-data/plants_photos/original/98510194_original.jpg
9462,98517553,1,1,1,4,116,387,538,/mnt/research/xprize/plant-training-data/plants_photos/original/98517553_original.jpg
9463,98517563,1,1,1,4,116,387,538,/mnt/research/xprize/plant-training-data/plants_photos/original/98517563_original.jpg
9464,98517740,1,1,2,21,37,286,376,/mnt/research/xprize/plant-training-data/plants_photos/original/98517740_original.jpg
9465,98517730,1,1,2,21,37,286,376,/mnt/research/xprize/plant-training-data/plants_photos/original/98517730_original.jpg
9466,98495771,1,1,1,1,1,535,834,/mnt/research/xprize/plant-training-data/plants_photos/original/98495771_original.jpg
9467,98495778,1,1,1,1,1,535,834,/mnt/research/xprize/plant-training-data/plants_photos/original/98495778_original.jpg
9468,98495969,1,1,1,5,33,111,366,/mnt/research/xprize/plant-training-data/plants_photos/original/98495969_original.jpg
9469,98495976,1,1,1,5,33,111,366,/mnt/research/xprize/plant-training-data/plants_photos/original/98495976_original.jpg
9470,98582584,1,1,1,5,7,11,54,/mnt/research/xprize/plant-training-data/plants_photos/original/98582584_original.jpg
9471,98584695,1,1,1,5,25,47,80,/mnt/research/xprize/plant-training-data/plants_photos/original/98584695_original.jpg
9472,98631958,1,1,1,6,23,42,348,/mnt/research/xprize/plant-training-data/plants_photos/original/98631958_original.jpg
9473,98645049,1,1,1,4,5,254,329,/mnt/research/xprize/plant-training-data/plants_photos/original/98645049_original.jpg
9474,98645080,1,1,1,5,25,529,1157,/mnt/research/xprize/plant-training-data/plants_photos/original/98645080_original.jpg
9475,98645088,1,1,1,5,25,529,1157,/mnt/research/xprize/plant-training-data/plants_photos/original/98645088_original.jpg
9476,98645101,1,1,1,5,25,529,1157,/mnt/research/xprize/plant-training-data/plants_photos/original/98645101_original.jpg
9477,98645111,1,1,1,5,25,529,1157,/mnt/research/xprize/plant-training-data/plants_photos/original/98645111_original.jpg
9478,98645167,1,1,2,3,4,54,408,/mnt/research/xprize/plant-training-data/plants_photos/original/98645167_original.jpg
9479,98645181,1,1,2,3,4,54,408,/mnt/research/xprize/plant-training-data/plants_photos/original/98645181_original.jpg
9480,98647428,1,1,1,41,113,371,1158,/mnt/research/xprize/plant-training-data/plants_photos/original/98647428_original.jpg
9481,98647842,1,1,1,5,33,265,342,/mnt/research/xprize/plant-training-data/plants_photos/original/98647842_original.jpg
9482,98648210,1,1,1,2,26,269,351,/mnt/research/xprize/plant-training-data/plants_photos/original/98648210_original.jpg
9483,98649234,1,1,1,1,1,179,214,/mnt/research/xprize/plant-training-data/plants_photos/original/98649234_original.jpg
9484,98649792,1,1,3,33,105,335,455,/mnt/research/xprize/plant-training-data/plants_photos/original/98649792_original.jpg
9485,98653709,1,1,2,25,85,233,292,/mnt/research/xprize/plant-training-data/plants_photos/original/98653709_original.jpg
9486,98653789,1,1,2,14,19,281,370,/mnt/research/xprize/plant-training-data/plants_photos/original/98653789_original.jpg
9487,98662413,1,1,2,25,47,260,730,/mnt/research/xprize/plant-training-data/plants_photos/original/98662413_original.jpg
9488,98676393,1,1,1,7,9,14,44,/mnt/research/xprize/plant-training-data/plants_photos/original/98676393_original.jpg
9489,98677256,1,1,2,28,59,279,368,/mnt/research/xprize/plant-training-data/plants_photos/original/98677256_original.jpg
9490,98677455,1,1,1,4,5,421,589,/mnt/research/xprize/plant-training-data/plants_photos/original/98677455_original.jpg
9491,98677704,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/98677704_original.jpg
9492,98678033,1,1,1,7,128,456,652,/mnt/research/xprize/plant-training-data/plants_photos/original/98678033_original.jpg
9493,98678928,1,1,1,16,43,88,868,/mnt/research/xprize/plant-training-data/plants_photos/original/98678928_original.jpg
9494,98679038,1,1,1,5,7,126,170,/mnt/research/xprize/plant-training-data/plants_photos/original/98679038_original.jpg
9495,98679205,1,1,1,4,5,267,346,/mnt/research/xprize/plant-training-data/plants_photos/original/98679205_original.jpg
9496,98679300,1,1,2,3,3,360,494,/mnt/research/xprize/plant-training-data/plants_photos/original/98679300_original.jpg
9497,98679712,1,1,2,28,59,688,1159,/mnt/research/xprize/plant-training-data/plants_photos/original/98679712_original.jpg
9498,98679974,1,1,2,25,85,277,363,/mnt/research/xprize/plant-training-data/plants_photos/original/98679974_original.jpg
9499,98679971,1,1,2,25,85,277,363,/mnt/research/xprize/plant-training-data/plants_photos/original/98679971_original.jpg
9500,98679976,1,1,2,25,85,277,363,/mnt/research/xprize/plant-training-data/plants_photos/original/98679976_original.jpg
9501,98679910,1,1,2,25,85,277,363,/mnt/research/xprize/plant-training-data/plants_photos/original/98679910_original.jpg
9502,98679975,1,1,2,25,85,277,363,/mnt/research/xprize/plant-training-data/plants_photos/original/98679975_original.jpg
9503,98680991,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/98680991_original.jpg
9504,98681111,1,1,1,32,69,191,227,/mnt/research/xprize/plant-training-data/plants_photos/original/98681111_original.jpg
9505,98681038,1,1,1,1,1,381,530,/mnt/research/xprize/plant-training-data/plants_photos/original/98681038_original.jpg
9506,98681148,1,1,1,1,1,381,530,/mnt/research/xprize/plant-training-data/plants_photos/original/98681148_original.jpg
9507,98681158,1,1,1,1,1,381,530,/mnt/research/xprize/plant-training-data/plants_photos/original/98681158_original.jpg
9508,98681063,1,1,1,1,1,381,530,/mnt/research/xprize/plant-training-data/plants_photos/original/98681063_original.jpg
9509,98681050,1,1,1,1,1,381,530,/mnt/research/xprize/plant-training-data/plants_photos/original/98681050_original.jpg
9510,98681099,1,1,1,1,1,381,637,/mnt/research/xprize/plant-training-data/plants_photos/original/98681099_original.jpg
9511,98681073,1,1,1,1,1,381,637,/mnt/research/xprize/plant-training-data/plants_photos/original/98681073_original.jpg
9512,98681082,1,1,1,1,1,381,637,/mnt/research/xprize/plant-training-data/plants_photos/original/98681082_original.jpg
9513,98681092,1,1,1,1,1,381,637,/mnt/research/xprize/plant-training-data/plants_photos/original/98681092_original.jpg
9514,98682407,1,1,1,1,1,181,347,/mnt/research/xprize/plant-training-data/plants_photos/original/98682407_original.jpg
9515,98683255,1,1,1,11,14,23,24,/mnt/research/xprize/plant-training-data/plants_photos/original/98683255_original.jpg
9516,98683283,1,1,1,1,1,179,214,/mnt/research/xprize/plant-training-data/plants_photos/original/98683283_original.jpg
9517,98683399,1,1,1,1,1,37,1160,/mnt/research/xprize/plant-training-data/plants_photos/original/98683399_original.jpg
9518,98683428,1,1,1,38,77,174,206,/mnt/research/xprize/plant-training-data/plants_photos/original/98683428_original.jpg
9519,98683451,1,1,1,2,26,689,1161,/mnt/research/xprize/plant-training-data/plants_photos/original/98683451_original.jpg
9520,98683465,1,1,1,2,26,689,1161,/mnt/research/xprize/plant-training-data/plants_photos/original/98683465_original.jpg
9521,98683436,1,1,1,2,26,689,1161,/mnt/research/xprize/plant-training-data/plants_photos/original/98683436_original.jpg
9522,98689751,1,1,1,5,167,690,1162,/mnt/research/xprize/plant-training-data/plants_photos/original/98689751_original.jpg
9523,98690435,1,1,1,5,167,690,1162,/mnt/research/xprize/plant-training-data/plants_photos/original/98690435_original.jpg
9524,98690147,1,1,1,5,167,690,1162,/mnt/research/xprize/plant-training-data/plants_photos/original/98690147_original.jpg
9525,98691006,1,1,1,7,128,456,652,/mnt/research/xprize/plant-training-data/plants_photos/original/98691006_original.jpg
9526,98691018,1,1,1,7,128,456,652,/mnt/research/xprize/plant-training-data/plants_photos/original/98691018_original.jpg
9527,98691032,1,1,1,7,128,456,652,/mnt/research/xprize/plant-training-data/plants_photos/original/98691032_original.jpg
9528,98691465,1,1,2,3,108,346,472,/mnt/research/xprize/plant-training-data/plants_photos/original/98691465_original.jpg
9529,98692130,1,1,1,38,77,174,206,/mnt/research/xprize/plant-training-data/plants_photos/original/98692130_original.jpg
9530,98692162,1,1,1,7,128,456,652,/mnt/research/xprize/plant-training-data/plants_photos/original/98692162_original.jpg
9531,98692174,1,1,1,7,128,456,652,/mnt/research/xprize/plant-training-data/plants_photos/original/98692174_original.jpg
9532,98692183,1,1,1,7,128,456,652,/mnt/research/xprize/plant-training-data/plants_photos/original/98692183_original.jpg
9533,98692197,1,1,1,7,128,456,652,/mnt/research/xprize/plant-training-data/plants_photos/original/98692197_original.jpg
9534,98693030,1,1,2,3,137,500,816,/mnt/research/xprize/plant-training-data/plants_photos/original/98693030_original.jpg
9535,98847502,1,1,1,16,43,88,612,/mnt/research/xprize/plant-training-data/plants_photos/original/98847502_original.jpg
9536,98847593,1,1,1,2,26,363,635,/mnt/research/xprize/plant-training-data/plants_photos/original/98847593_original.jpg
9537,98853157,1,1,1,41,113,371,618,/mnt/research/xprize/plant-training-data/plants_photos/original/98853157_original.jpg
9538,98853357,1,1,1,4,5,34,36,/mnt/research/xprize/plant-training-data/plants_photos/original/98853357_original.jpg
9539,98866404,1,1,1,1,1,7,7,/mnt/research/xprize/plant-training-data/plants_photos/original/98866404_original.jpg
9540,98871518,1,1,1,5,11,528,817,/mnt/research/xprize/plant-training-data/plants_photos/original/98871518_original.jpg
9541,98871740,1,1,1,8,10,304,407,/mnt/research/xprize/plant-training-data/plants_photos/original/98871740_original.jpg
9542,98900152,1,1,1,7,128,456,652,/mnt/research/xprize/plant-training-data/plants_photos/original/98900152_original.jpg
9543,99130838,1,1,1,16,89,672,1119,/mnt/research/xprize/plant-training-data/plants_photos/original/99130838_original.jpg
9544,99147626,1,1,1,1,1,173,291,/mnt/research/xprize/plant-training-data/plants_photos/original/99147626_original.jpg
9545,99147595,1,1,1,1,1,173,291,/mnt/research/xprize/plant-training-data/plants_photos/original/99147595_original.jpg
9546,99147608,1,1,1,1,1,173,291,/mnt/research/xprize/plant-training-data/plants_photos/original/99147608_original.jpg
9547,99156775,1,1,1,5,25,550,862,/mnt/research/xprize/plant-training-data/plants_photos/original/99156775_original.jpg
9548,99156779,1,1,1,5,25,550,862,/mnt/research/xprize/plant-training-data/plants_photos/original/99156779_original.jpg
9549,99163623,1,1,1,1,1,268,349,/mnt/research/xprize/plant-training-data/plants_photos/original/99163623_original.jpg
9550,99165165,1,1,1,4,5,380,529,/mnt/research/xprize/plant-training-data/plants_photos/original/99165165_original.jpg
9551,99165183,1,1,1,4,5,380,529,/mnt/research/xprize/plant-training-data/plants_photos/original/99165183_original.jpg
9552,99165124,1,1,1,4,5,380,529,/mnt/research/xprize/plant-training-data/plants_photos/original/99165124_original.jpg
9553,99169178,1,1,1,2,2,91,102,/mnt/research/xprize/plant-training-data/plants_photos/original/99169178_original.jpg
9554,99170063,1,1,1,10,84,199,510,/mnt/research/xprize/plant-training-data/plants_photos/original/99170063_original.jpg
9555,99205838,1,1,1,2,26,226,281,/mnt/research/xprize/plant-training-data/plants_photos/original/99205838_original.jpg
9556,99205857,1,1,1,2,26,226,281,/mnt/research/xprize/plant-training-data/plants_photos/original/99205857_original.jpg
9557,99205866,1,1,1,2,26,226,281,/mnt/research/xprize/plant-training-data/plants_photos/original/99205866_original.jpg
9558,99261965,1,1,1,5,6,180,324,/mnt/research/xprize/plant-training-data/plants_photos/original/99261965_original.jpg
9559,99311665,1,1,1,1,1,1,1,/mnt/research/xprize/plant-training-data/plants_photos/original/99311665_original.jpg
9560,99311843,1,1,1,5,33,443,1101,/mnt/research/xprize/plant-training-data/plants_photos/original/99311843_original.jpg
9561,99311849,1,1,1,5,33,443,1101,/mnt/research/xprize/plant-training-data/plants_photos/original/99311849_original.jpg
9562,99312082,1,1,1,19,30,169,1163,/mnt/research/xprize/plant-training-data/plants_photos/original/99312082_original.jpg
9563,99312087,1,1,1,19,30,169,1163,/mnt/research/xprize/plant-training-data/plants_photos/original/99312087_original.jpg
9564,99312110,1,1,1,19,115,691,1164,/mnt/research/xprize/plant-training-data/plants_photos/original/99312110_original.jpg
9565,99312146,1,1,1,2,26,250,632,/mnt/research/xprize/plant-training-data/plants_photos/original/99312146_original.jpg
9566,99312150,1,1,1,2,26,250,632,/mnt/research/xprize/plant-training-data/plants_photos/original/99312150_original.jpg
9567,99434798,1,1,2,3,4,54,408,/mnt/research/xprize/plant-training-data/plants_photos/original/99434798_original.jpg
9568,99452919,1,1,1,18,50,98,302,/mnt/research/xprize/plant-training-data/plants_photos/original/99452919_original.jpg
9569,99478965,1,1,3,33,71,166,257,/mnt/research/xprize/plant-training-data/plants_photos/original/99478965_original.jpg
9570,99478134,1,1,3,33,71,166,257,/mnt/research/xprize/plant-training-data/plants_photos/original/99478134_original.jpg
9571,99478942,1,1,3,33,71,166,257,/mnt/research/xprize/plant-training-data/plants_photos/original/99478942_original.jpg
9572,99573778,1,1,1,16,43,88,544,/mnt/research/xprize/plant-training-data/plants_photos/original/99573778_original.jpg
9573,99580844,1,1,1,30,61,132,149,/mnt/research/xprize/plant-training-data/plants_photos/original/99580844_original.jpg
9574,99581204,1,1,1,4,5,5,5,/mnt/research/xprize/plant-training-data/plants_photos/original/99581204_original.jpg
9575,99581613,1,1,1,10,29,149,172,/mnt/research/xprize/plant-training-data/plants_photos/original/99581613_original.jpg
9576,99590756,1,1,1,2,2,105,163,/mnt/research/xprize/plant-training-data/plants_photos/original/99590756_original.jpg
9577,99608887,1,1,1,38,77,176,361,/mnt/research/xprize/plant-training-data/plants_photos/original/99608887_original.jpg
9578,99608937,1,1,1,1,1,333,450,/mnt/research/xprize/plant-training-data/plants_photos/original/99608937_original.jpg
9579,99609021,1,1,1,6,23,312,421,/mnt/research/xprize/plant-training-data/plants_photos/original/99609021_original.jpg
9580,99609055,1,1,1,5,6,252,326,/mnt/research/xprize/plant-training-data/plants_photos/original/99609055_original.jpg
9581,99613138,1,1,1,11,14,212,260,/mnt/research/xprize/plant-training-data/plants_photos/original/99613138_original.jpg
9582,99613145,1,1,1,11,14,212,260,/mnt/research/xprize/plant-training-data/plants_photos/original/99613145_original.jpg
9583,99730674,1,1,1,51,168,692,1165,/mnt/research/xprize/plant-training-data/plants_photos/original/99730674_original.jpg
9584,99768526,1,1,1,7,9,14,44,/mnt/research/xprize/plant-training-data/plants_photos/original/99768526_original.jpg
9585,99777471,1,1,1,2,2,300,734,/mnt/research/xprize/plant-training-data/plants_photos/original/99777471_original.jpg
9586,99784104,1,1,2,28,59,127,622,/mnt/research/xprize/plant-training-data/plants_photos/original/99784104_original.jpg
9587,99784114,1,1,2,28,59,127,622,/mnt/research/xprize/plant-training-data/plants_photos/original/99784114_original.jpg
9588,99784126,1,1,2,28,59,127,622,/mnt/research/xprize/plant-training-data/plants_photos/original/99784126_original.jpg
9589,99796514,1,1,1,11,14,23,459,/mnt/research/xprize/plant-training-data/plants_photos/original/99796514_original.jpg
9590,99796533,1,1,1,11,14,23,459,/mnt/research/xprize/plant-training-data/plants_photos/original/99796533_original.jpg
9591,99796854,1,1,1,11,83,236,298,/mnt/research/xprize/plant-training-data/plants_photos/original/99796854_original.jpg
9592,99797241,1,1,1,2,2,2,248,/mnt/research/xprize/plant-training-data/plants_photos/original/99797241_original.jpg
